TOP.691e27c8.0001abfc	START
TOP.691e2cd6.000b3e57	hashes->digests_done_zero	0
TOP.691e2cd6.000b3e57	hashes->digests_done	0
TOP.691e2cd6.000b3e57	hashes->salts_cnt	5
TOP.691e2cd6.000b3e57	hashes->salts_done	0
TOP.691e2cd6.000b3e57	SUB.691e2cd8.00013f04	START
TOP.691e2cd6.000b3e57	SUB.691e2cd8.00013f04	mask_ctx->mask	?a?a?a?a?a
TOP.691e2cd6.000b3e57	SUB.691e2cd8.00013f04	runtime_start	1763585240
TOP.691e2cd6.000b3e57	SUB.691e2cd8.00013f04	runtime_stop	1763585249
TOP.691e2cd6.000b3e57	SUB.691e2cd8.00013f04	hashes->digests_done_new	0
TOP.691e2cd6.000b3e57	SUB.691e2cd8.00013f04	status-after-work	5
TOP.691e2cd6.000b3e57	SUB.691e2cd8.00013f04	STOP
TOP.691e2cd6.000b3e57	proc_start	1763585238
TOP.691e2cd6.000b3e57	proc_stop	1763585250
TOP.691e2cd6.000b3e57	STOP
TOP.691e2d19.000669a2	START
TOP.691e2d19.000669a2	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e2d19.000669a2	folder_config->install_dir	.
TOP.691e2d19.000669a2	folder_config->profile_dir	.
TOP.691e2d19.000669a2	folder_config->session_dir	.
TOP.691e2d19.000669a2	folder_config->shared_dir	.
TOP.691e2d19.000669a2	user_options->encoding_from	utf-8
TOP.691e2d19.000669a2	user_options->encoding_to	utf-8
TOP.691e2d19.000669a2	user_options->rule_buf_l	:
TOP.691e2d19.000669a2	user_options->rule_buf_r	:
TOP.691e2d19.000669a2	user_options->session	hashcat
TOP.691e2d19.000669a2	user_options->separator	:
TOP.691e2d19.000669a2	user_options->limit	0
TOP.691e2d19.000669a2	user_options->skip	0
TOP.691e2d19.000669a2	user_options->attack_mode	3
TOP.691e2d19.000669a2	user_options->backend_devices_virtmulti	1
TOP.691e2d19.000669a2	user_options->backend_devices_virthost	1
TOP.691e2d19.000669a2	user_options->backend_devices_keepfree	0
TOP.691e2d19.000669a2	user_options->benchmark	0
TOP.691e2d19.000669a2	user_options->benchmark_all	0
TOP.691e2d19.000669a2	user_options->benchmark_max	99999
TOP.691e2d19.000669a2	user_options->benchmark_min	0
TOP.691e2d19.000669a2	user_options->bitmap_max	18
TOP.691e2d19.000669a2	user_options->bitmap_min	16
TOP.691e2d19.000669a2	user_options->debug_mode	0
TOP.691e2d19.000669a2	user_options->dynamic_x	0
TOP.691e2d19.000669a2	user_options->hash_info	0
TOP.691e2d19.000669a2	user_options->force	0
TOP.691e2d19.000669a2	user_options->hwmon	1
TOP.691e2d19.000669a2	user_options->hwmon_temp_abort	90
TOP.691e2d19.000669a2	user_options->hash_mode	20
TOP.691e2d19.000669a2	user_options->hex_charset	0
TOP.691e2d19.000669a2	user_options->hex_salt	0
TOP.691e2d19.000669a2	user_options->hex_wordlist	0
TOP.691e2d19.000669a2	user_options->hook_threads	8
TOP.691e2d19.000669a2	user_options->identify	0
TOP.691e2d19.000669a2	user_options->increment	0
TOP.691e2d19.000669a2	user_options->increment_max	256
TOP.691e2d19.000669a2	user_options->increment_min	1
TOP.691e2d19.000669a2	user_options->keep_guessing	0
TOP.691e2d19.000669a2	user_options->kernel_accel	0
TOP.691e2d19.000669a2	user_options->kernel_loops	0
TOP.691e2d19.000669a2	user_options->kernel_threads	0
TOP.691e2d19.000669a2	user_options->keyspace	0
TOP.691e2d19.000669a2	user_options->total_candidates	0
TOP.691e2d19.000669a2	user_options->left	0
TOP.691e2d19.000669a2	user_options->logfile	1
TOP.691e2d19.000669a2	user_options->loopback	0
TOP.691e2d19.000669a2	user_options->machine_readable	0
TOP.691e2d19.000669a2	user_options->markov_classic	0
TOP.691e2d19.000669a2	user_options->markov	1
TOP.691e2d19.000669a2	user_options->markov_inverse	0
TOP.691e2d19.000669a2	user_options->markov_threshold	256
TOP.691e2d19.000669a2	user_options->metal_compiler_runtime	120
TOP.691e2d19.000669a2	user_options->multiply_accel	1
TOP.691e2d19.000669a2	user_options->backend_info	0
TOP.691e2d19.000669a2	user_options->backend_vector_width	0
TOP.691e2d19.000669a2	user_options->optimized_kernel	1
TOP.691e2d19.000669a2	user_options->outfile_autohex	1
TOP.691e2d19.000669a2	user_options->outfile_check_timer	5
TOP.691e2d19.000669a2	user_options->outfile_format	3
TOP.691e2d19.000669a2	user_options->outfile_json	0
TOP.691e2d19.000669a2	user_options->wordlist_autohex	1
TOP.691e2d19.000669a2	user_options->potfile	1
TOP.691e2d19.000669a2	user_options->progress_only	0
TOP.691e2d19.000669a2	user_options->quiet	0
TOP.691e2d19.000669a2	user_options->remove	0
TOP.691e2d19.000669a2	user_options->remove_timer	60
TOP.691e2d19.000669a2	user_options->restore	0
TOP.691e2d19.000669a2	user_options->restore_enable	1
TOP.691e2d19.000669a2	user_options->restore_timer	1
TOP.691e2d19.000669a2	user_options->rp_files_cnt	0
TOP.691e2d19.000669a2	user_options->rp_gen	0
TOP.691e2d19.000669a2	user_options->rp_gen_func_max	4
TOP.691e2d19.000669a2	user_options->rp_gen_func_min	1
TOP.691e2d19.000669a2	user_options->rp_gen_seed	0
TOP.691e2d19.000669a2	user_options->runtime	0
TOP.691e2d19.000669a2	user_options->scrypt_tmto	0
TOP.691e2d19.000669a2	user_options->segment_size	33554432
TOP.691e2d19.000669a2	user_options->self_test	1
TOP.691e2d19.000669a2	user_options->slow_candidates	0
TOP.691e2d19.000669a2	user_options->show	0
TOP.691e2d19.000669a2	user_options->speed_only	0
TOP.691e2d19.000669a2	user_options->spin_damp	0
TOP.691e2d19.000669a2	user_options->status	0
TOP.691e2d19.000669a2	user_options->status_json	0
TOP.691e2d19.000669a2	user_options->status_timer	10
TOP.691e2d19.000669a2	user_options->stdout_flag	0
TOP.691e2d19.000669a2	user_options->usage	0
TOP.691e2d19.000669a2	user_options->username	0
TOP.691e2d19.000669a2	user_options->veracrypt_pim_start	485
TOP.691e2d19.000669a2	user_options->veracrypt_pim_stop	485
TOP.691e2d19.000669a2	user_options->version	0
TOP.691e2d19.000669a2	user_options->workload_profile	2
TOP.691e2d19.000669a2	user_options->brain_client	0
TOP.691e2d19.000669a2	user_options->brain_client_features	2
TOP.691e2d19.000669a2	user_options->brain_server	0
TOP.691e2d19.000669a2	user_options->brain_server_timer	300
TOP.691e2d19.000669a2	user_options->brain_port	6863
TOP.691e2d19.000669a2	user_options->brain_session	0
TOP.691e2d19.000669a2	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\hashes.txt
TOP.691e2d19.000669a2	hashes->hashlist_mode	5
TOP.691e2d19.000669a2	hashes->hashlist_format	0
TOP.691e2d19.000669a2	hashes->hashes_cnt	0
TOP.691e2d19.000669a2	hashes->digests_cnt	5
TOP.691e2d19.000669a2	hashes->digests_done_pot	0
TOP.691e2d19.000669a2	hashes->digests_done_zero	0
TOP.691e2d19.000669a2	hashes->digests_done	0
TOP.691e2d19.000669a2	hashes->salts_cnt	5
TOP.691e2d19.000669a2	hashes->salts_done	0
TOP.691e2d19.000669a2	SUB.691e2d1a.000bed40	START
TOP.691e2d19.000669a2	SUB.691e2d1a.000bed40	mask_ctx->mask	?d?d?d?d?d?d?d?d?d?d?d
TOP.691e2d85.0007c15f	START
TOP.691e2d85.0007c15f	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e2d85.0007c15f	folder_config->install_dir	.
TOP.691e2d85.0007c15f	folder_config->profile_dir	.
TOP.691e2d85.0007c15f	folder_config->session_dir	.
TOP.691e2d85.0007c15f	folder_config->shared_dir	.
TOP.691e2d85.0007c15f	user_options->encoding_from	utf-8
TOP.691e2d85.0007c15f	user_options->encoding_to	utf-8
TOP.691e2d85.0007c15f	user_options->rule_buf_l	:
TOP.691e2d85.0007c15f	user_options->rule_buf_r	:
TOP.691e2d85.0007c15f	user_options->session	hashcat
TOP.691e2d85.0007c15f	user_options->separator	:
TOP.691e2d85.0007c15f	user_options->limit	0
TOP.691e2d85.0007c15f	user_options->skip	0
TOP.691e2d85.0007c15f	user_options->attack_mode	3
TOP.691e2d85.0007c15f	user_options->backend_devices_virtmulti	1
TOP.691e2d85.0007c15f	user_options->backend_devices_virthost	1
TOP.691e2d85.0007c15f	user_options->backend_devices_keepfree	0
TOP.691e2d85.0007c15f	user_options->benchmark	0
TOP.691e2d85.0007c15f	user_options->benchmark_all	0
TOP.691e2d85.0007c15f	user_options->benchmark_max	99999
TOP.691e2d85.0007c15f	user_options->benchmark_min	0
TOP.691e2d85.0007c15f	user_options->bitmap_max	18
TOP.691e2d85.0007c15f	user_options->bitmap_min	16
TOP.691e2d85.0007c15f	user_options->debug_mode	0
TOP.691e2d85.0007c15f	user_options->dynamic_x	0
TOP.691e2d85.0007c15f	user_options->hash_info	0
TOP.691e2d85.0007c15f	user_options->force	0
TOP.691e2d85.0007c15f	user_options->hwmon	1
TOP.691e2d85.0007c15f	user_options->hwmon_temp_abort	90
TOP.691e2d85.0007c15f	user_options->hash_mode	20
TOP.691e2d85.0007c15f	user_options->hex_charset	0
TOP.691e2d85.0007c15f	user_options->hex_salt	0
TOP.691e2d85.0007c15f	user_options->hex_wordlist	0
TOP.691e2d85.0007c15f	user_options->hook_threads	8
TOP.691e2d85.0007c15f	user_options->identify	0
TOP.691e2d85.0007c15f	user_options->increment	0
TOP.691e2d85.0007c15f	user_options->increment_max	256
TOP.691e2d85.0007c15f	user_options->increment_min	1
TOP.691e2d85.0007c15f	user_options->keep_guessing	0
TOP.691e2d85.0007c15f	user_options->kernel_accel	0
TOP.691e2d85.0007c15f	user_options->kernel_loops	0
TOP.691e2d85.0007c15f	user_options->kernel_threads	0
TOP.691e2d85.0007c15f	user_options->keyspace	0
TOP.691e2d85.0007c15f	user_options->total_candidates	0
TOP.691e2d85.0007c15f	user_options->left	0
TOP.691e2d85.0007c15f	user_options->logfile	1
TOP.691e2d85.0007c15f	user_options->loopback	0
TOP.691e2d85.0007c15f	user_options->machine_readable	0
TOP.691e2d85.0007c15f	user_options->markov_classic	0
TOP.691e2d85.0007c15f	user_options->markov	1
TOP.691e2d85.0007c15f	user_options->markov_inverse	0
TOP.691e2d85.0007c15f	user_options->markov_threshold	256
TOP.691e2d85.0007c15f	user_options->metal_compiler_runtime	120
TOP.691e2d85.0007c15f	user_options->multiply_accel	1
TOP.691e2d85.0007c15f	user_options->backend_info	0
TOP.691e2d85.0007c15f	user_options->backend_vector_width	0
TOP.691e2d85.0007c15f	user_options->optimized_kernel	1
TOP.691e2d85.0007c15f	user_options->outfile_autohex	1
TOP.691e2d85.0007c15f	user_options->outfile_check_timer	5
TOP.691e2d85.0007c15f	user_options->outfile_format	3
TOP.691e2d85.0007c15f	user_options->outfile_json	0
TOP.691e2d85.0007c15f	user_options->wordlist_autohex	1
TOP.691e2d85.0007c15f	user_options->potfile	1
TOP.691e2d85.0007c15f	user_options->progress_only	0
TOP.691e2d85.0007c15f	user_options->quiet	0
TOP.691e2d85.0007c15f	user_options->remove	0
TOP.691e2d85.0007c15f	user_options->remove_timer	60
TOP.691e2d85.0007c15f	user_options->restore	0
TOP.691e2d85.0007c15f	user_options->restore_enable	1
TOP.691e2d85.0007c15f	user_options->restore_timer	1
TOP.691e2d85.0007c15f	user_options->rp_files_cnt	0
TOP.691e2d85.0007c15f	user_options->rp_gen	0
TOP.691e2d85.0007c15f	user_options->rp_gen_func_max	4
TOP.691e2d85.0007c15f	user_options->rp_gen_func_min	1
TOP.691e2d85.0007c15f	user_options->rp_gen_seed	0
TOP.691e2d85.0007c15f	user_options->runtime	0
TOP.691e2d85.0007c15f	user_options->scrypt_tmto	0
TOP.691e2d85.0007c15f	user_options->segment_size	33554432
TOP.691e2d85.0007c15f	user_options->self_test	1
TOP.691e2d85.0007c15f	user_options->slow_candidates	0
TOP.691e2d85.0007c15f	user_options->show	0
TOP.691e2d85.0007c15f	user_options->speed_only	0
TOP.691e2d85.0007c15f	user_options->spin_damp	0
TOP.691e2d85.0007c15f	user_options->status	0
TOP.691e2d85.0007c15f	user_options->status_json	0
TOP.691e2d85.0007c15f	user_options->status_timer	10
TOP.691e2d85.0007c15f	user_options->stdout_flag	0
TOP.691e2d85.0007c15f	user_options->usage	0
TOP.691e2d85.0007c15f	user_options->username	0
TOP.691e2d85.0007c15f	user_options->veracrypt_pim_start	485
TOP.691e2d85.0007c15f	user_options->veracrypt_pim_stop	485
TOP.691e2d85.0007c15f	user_options->version	0
TOP.691e2d85.0007c15f	user_options->workload_profile	2
TOP.691e2d85.0007c15f	user_options->brain_client	0
TOP.691e2d85.0007c15f	user_options->brain_client_features	2
TOP.691e2d85.0007c15f	user_options->brain_server	0
TOP.691e2d85.0007c15f	user_options->brain_server_timer	300
TOP.691e2d85.0007c15f	user_options->brain_port	6863
TOP.691e2d85.0007c15f	user_options->brain_session	0
TOP.691e2d85.0007c15f	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\hashes.txt
TOP.691e2d85.0007c15f	hashes->hashlist_mode	5
TOP.691e2d85.0007c15f	hashes->hashlist_format	0
TOP.691e2d85.0007c15f	hashes->hashes_cnt	0
TOP.691e2d85.0007c15f	hashes->digests_cnt	5
TOP.691e2d85.0007c15f	hashes->digests_done_pot	0
TOP.691e2d85.0007c15f	hashes->digests_done_zero	0
TOP.691e2d85.0007c15f	hashes->digests_done	0
TOP.691e2d85.0007c15f	hashes->salts_cnt	5
TOP.691e2d85.0007c15f	hashes->salts_done	0
TOP.691e2d85.0007c15f	SUB.691e2d86.000d96aa	START
TOP.691e2d85.0007c15f	proc_start	1763585413
TOP.691e2d85.0007c15f	proc_stop	1763585416
TOP.691e2d85.0007c15f	STOP
TOP.691e2db5.0008d978	START
TOP.691e2db5.0008d978	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e2db5.0008d978	folder_config->install_dir	.
TOP.691e2db5.0008d978	folder_config->profile_dir	.
TOP.691e2db5.0008d978	folder_config->session_dir	.
TOP.691e2db5.0008d978	folder_config->shared_dir	.
TOP.691e2db5.0008d978	user_options->encoding_from	utf-8
TOP.691e2db5.0008d978	user_options->encoding_to	utf-8
TOP.691e2db5.0008d978	user_options->rule_buf_l	:
TOP.691e2db5.0008d978	user_options->rule_buf_r	:
TOP.691e2db5.0008d978	user_options->session	hashcat
TOP.691e2db5.0008d978	user_options->separator	:
TOP.691e2db5.0008d978	user_options->limit	0
TOP.691e2db5.0008d978	user_options->skip	0
TOP.691e2db5.0008d978	user_options->attack_mode	3
TOP.691e2db5.0008d978	user_options->backend_devices_virtmulti	1
TOP.691e2db5.0008d978	user_options->backend_devices_virthost	1
TOP.691e2db5.0008d978	user_options->backend_devices_keepfree	0
TOP.691e2db5.0008d978	user_options->benchmark	0
TOP.691e2db5.0008d978	user_options->benchmark_all	0
TOP.691e2db5.0008d978	user_options->benchmark_max	99999
TOP.691e2db5.0008d978	user_options->benchmark_min	0
TOP.691e2db5.0008d978	user_options->bitmap_max	18
TOP.691e2db5.0008d978	user_options->bitmap_min	16
TOP.691e2db5.0008d978	user_options->debug_mode	0
TOP.691e2db5.0008d978	user_options->dynamic_x	0
TOP.691e2db5.0008d978	user_options->hash_info	0
TOP.691e2db5.0008d978	user_options->force	0
TOP.691e2db5.0008d978	user_options->hwmon	1
TOP.691e2db5.0008d978	user_options->hwmon_temp_abort	90
TOP.691e2db5.0008d978	user_options->hash_mode	20
TOP.691e2db5.0008d978	user_options->hex_charset	0
TOP.691e2db5.0008d978	user_options->hex_salt	0
TOP.691e2db5.0008d978	user_options->hex_wordlist	0
TOP.691e2db5.0008d978	user_options->hook_threads	8
TOP.691e2db5.0008d978	user_options->identify	0
TOP.691e2db5.0008d978	user_options->increment	0
TOP.691e2db5.0008d978	user_options->increment_max	256
TOP.691e2db5.0008d978	user_options->increment_min	1
TOP.691e2db5.0008d978	user_options->keep_guessing	0
TOP.691e2db5.0008d978	user_options->kernel_accel	0
TOP.691e2db5.0008d978	user_options->kernel_loops	0
TOP.691e2db5.0008d978	user_options->kernel_threads	0
TOP.691e2db5.0008d978	user_options->keyspace	0
TOP.691e2db5.0008d978	user_options->total_candidates	0
TOP.691e2db5.0008d978	user_options->left	0
TOP.691e2db5.0008d978	user_options->logfile	1
TOP.691e2db5.0008d978	user_options->loopback	0
TOP.691e2db5.0008d978	user_options->machine_readable	0
TOP.691e2db5.0008d978	user_options->markov_classic	0
TOP.691e2db5.0008d978	user_options->markov	1
TOP.691e2db5.0008d978	user_options->markov_inverse	0
TOP.691e2db5.0008d978	user_options->markov_threshold	256
TOP.691e2db5.0008d978	user_options->metal_compiler_runtime	120
TOP.691e2db5.0008d978	user_options->multiply_accel	1
TOP.691e2db5.0008d978	user_options->backend_info	0
TOP.691e2db5.0008d978	user_options->backend_vector_width	0
TOP.691e2db5.0008d978	user_options->optimized_kernel	1
TOP.691e2db5.0008d978	user_options->outfile_autohex	1
TOP.691e2db5.0008d978	user_options->outfile_check_timer	5
TOP.691e2db5.0008d978	user_options->outfile_format	3
TOP.691e2db5.0008d978	user_options->outfile_json	0
TOP.691e2db5.0008d978	user_options->wordlist_autohex	1
TOP.691e2db5.0008d978	user_options->potfile	1
TOP.691e2db5.0008d978	user_options->progress_only	0
TOP.691e2db5.0008d978	user_options->quiet	0
TOP.691e2db5.0008d978	user_options->remove	0
TOP.691e2db5.0008d978	user_options->remove_timer	60
TOP.691e2db5.0008d978	user_options->restore	0
TOP.691e2db5.0008d978	user_options->restore_enable	1
TOP.691e2db5.0008d978	user_options->restore_timer	1
TOP.691e2db5.0008d978	user_options->rp_files_cnt	0
TOP.691e2db5.0008d978	user_options->rp_gen	0
TOP.691e2db5.0008d978	user_options->rp_gen_func_max	4
TOP.691e2db5.0008d978	user_options->rp_gen_func_min	1
TOP.691e2db5.0008d978	user_options->rp_gen_seed	0
TOP.691e2db5.0008d978	user_options->runtime	0
TOP.691e2db5.0008d978	user_options->scrypt_tmto	0
TOP.691e2db5.0008d978	user_options->segment_size	33554432
TOP.691e2db5.0008d978	user_options->self_test	1
TOP.691e2db5.0008d978	user_options->slow_candidates	0
TOP.691e2db5.0008d978	user_options->show	0
TOP.691e2db5.0008d978	user_options->speed_only	0
TOP.691e2db5.0008d978	user_options->spin_damp	0
TOP.691e2db5.0008d978	user_options->status	0
TOP.691e2db5.0008d978	user_options->status_json	0
TOP.691e2db5.0008d978	user_options->status_timer	10
TOP.691e2db5.0008d978	user_options->stdout_flag	0
TOP.691e2db5.0008d978	user_options->usage	0
TOP.691e2db5.0008d978	user_options->username	0
TOP.691e2db5.0008d978	user_options->veracrypt_pim_start	485
TOP.691e2db5.0008d978	user_options->veracrypt_pim_stop	485
TOP.691e2db5.0008d978	user_options->version	0
TOP.691e2db5.0008d978	user_options->workload_profile	2
TOP.691e2db5.0008d978	user_options->brain_client	0
TOP.691e2db5.0008d978	user_options->brain_client_features	2
TOP.691e2db5.0008d978	user_options->brain_server	0
TOP.691e2db5.0008d978	user_options->brain_server_timer	300
TOP.691e2db5.0008d978	user_options->brain_port	6863
TOP.691e2db5.0008d978	user_options->brain_session	0
TOP.691e2db5.0008d978	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\hashes.txt
TOP.691e2db5.0008d978	hashes->hashlist_mode	5
TOP.691e2db5.0008d978	hashes->hashlist_format	0
TOP.691e2db5.0008d978	hashes->hashes_cnt	0
TOP.691e2db5.0008d978	hashes->digests_cnt	5
TOP.691e2db5.0008d978	hashes->digests_done_pot	0
TOP.691e2db5.0008d978	hashes->digests_done_zero	0
TOP.691e2db5.0008d978	hashes->digests_done	0
TOP.691e2db5.0008d978	hashes->salts_cnt	5
TOP.691e2db5.0008d978	hashes->salts_done	0
TOP.691e2db5.0008d978	SUB.691e2db7.00016fa2	START
TOP.691e2db5.0008d978	SUB.691e2db7.00016fa2	mask_ctx->mask	?d?d?d?d?d?d?d
TOP.691e2db5.0008d978	SUB.691e2db7.00016fa2	runtime_start	1763585463
TOP.691e2db5.0008d978	SUB.691e2db7.00016fa2	runtime_stop	1763585463
TOP.691e2db5.0008d978	SUB.691e2db7.00016fa2	hashes->digests_done_new	0
TOP.691e2db5.0008d978	SUB.691e2db7.00016fa2	status-after-work	5
TOP.691e2db5.0008d978	SUB.691e2db7.00016fa2	STOP
TOP.691e2db5.0008d978	proc_start	1763585461
TOP.691e2db5.0008d978	proc_stop	1763585464
TOP.691e2db5.0008d978	STOP
TOP.691e2ee6.0001e41b	START
TOP.691e2ee6.0001e41b	folder_config->cwd	C:\Users\Иван\hashcat-7.1.2
TOP.691e2ee6.0001e41b	folder_config->install_dir	.
TOP.691e2ee6.0001e41b	folder_config->profile_dir	.
TOP.691e2ee6.0001e41b	folder_config->session_dir	.
TOP.691e2ee6.0001e41b	folder_config->shared_dir	.
TOP.691e2ee6.0001e41b	user_options->encoding_from	utf-8
TOP.691e2ee6.0001e41b	user_options->encoding_to	utf-8
TOP.691e2ee6.0001e41b	user_options->rule_buf_l	:
TOP.691e2ee6.0001e41b	user_options->rule_buf_r	:
TOP.691e2ee6.0001e41b	user_options->session	hashcat
TOP.691e2ee6.0001e41b	user_options->separator	:
TOP.691e2ee6.0001e41b	user_options->limit	0
TOP.691e2ee6.0001e41b	user_options->skip	0
TOP.691e2ee6.0001e41b	user_options->attack_mode	3
TOP.691e2ee6.0001e41b	user_options->backend_devices_virtmulti	1
TOP.691e2ee6.0001e41b	user_options->backend_devices_virthost	1
TOP.691e2ee6.0001e41b	user_options->backend_devices_keepfree	0
TOP.691e2ee6.0001e41b	user_options->benchmark	0
TOP.691e2ee6.0001e41b	user_options->benchmark_all	0
TOP.691e2ee6.0001e41b	user_options->benchmark_max	99999
TOP.691e2ee6.0001e41b	user_options->benchmark_min	0
TOP.691e2ee6.0001e41b	user_options->bitmap_max	18
TOP.691e2ee6.0001e41b	user_options->bitmap_min	16
TOP.691e2ee6.0001e41b	user_options->debug_mode	0
TOP.691e2ee6.0001e41b	user_options->dynamic_x	0
TOP.691e2ee6.0001e41b	user_options->hash_info	0
TOP.691e2ee6.0001e41b	user_options->force	0
TOP.691e2ee6.0001e41b	user_options->hwmon	1
TOP.691e2ee6.0001e41b	user_options->hwmon_temp_abort	90
TOP.691e2ee6.0001e41b	user_options->hash_mode	10
TOP.691e2ee6.0001e41b	user_options->hex_charset	0
TOP.691e2ee6.0001e41b	user_options->hex_salt	0
TOP.691e2ee6.0001e41b	user_options->hex_wordlist	0
TOP.691e2ee6.0001e41b	user_options->hook_threads	8
TOP.691e2ee6.0001e41b	user_options->identify	0
TOP.691e2ee6.0001e41b	user_options->increment	0
TOP.691e2ee6.0001e41b	user_options->increment_max	256
TOP.691e2ee6.0001e41b	user_options->increment_min	1
TOP.691e2ee6.0001e41b	user_options->keep_guessing	0
TOP.691e2ee6.0001e41b	user_options->kernel_accel	0
TOP.691e2ee6.0001e41b	user_options->kernel_loops	0
TOP.691e2ee6.0001e41b	user_options->kernel_threads	0
TOP.691e2ee6.0001e41b	user_options->keyspace	0
TOP.691e2ee6.0001e41b	user_options->total_candidates	0
TOP.691e2ee6.0001e41b	user_options->left	0
TOP.691e2ee6.0001e41b	user_options->logfile	1
TOP.691e2ee6.0001e41b	user_options->loopback	0
TOP.691e2ee6.0001e41b	user_options->machine_readable	0
TOP.691e2ee6.0001e41b	user_options->markov_classic	0
TOP.691e2ee6.0001e41b	user_options->markov	1
TOP.691e2ee6.0001e41b	user_options->markov_inverse	0
TOP.691e2ee6.0001e41b	user_options->markov_threshold	256
TOP.691e2ee6.0001e41b	user_options->metal_compiler_runtime	120
TOP.691e2ee6.0001e41b	user_options->multiply_accel	1
TOP.691e2ee6.0001e41b	user_options->backend_info	0
TOP.691e2ee6.0001e41b	user_options->backend_vector_width	0
TOP.691e2ee6.0001e41b	user_options->optimized_kernel	1
TOP.691e2ee6.0001e41b	user_options->outfile_autohex	1
TOP.691e2ee6.0001e41b	user_options->outfile_check_timer	5
TOP.691e2ee6.0001e41b	user_options->outfile_format	3
TOP.691e2ee6.0001e41b	user_options->outfile_json	0
TOP.691e2ee6.0001e41b	user_options->wordlist_autohex	1
TOP.691e2ee6.0001e41b	user_options->potfile	1
TOP.691e2ee6.0001e41b	user_options->progress_only	0
TOP.691e2ee6.0001e41b	user_options->quiet	0
TOP.691e2ee6.0001e41b	user_options->remove	0
TOP.691e2ee6.0001e41b	user_options->remove_timer	60
TOP.691e2ee6.0001e41b	user_options->restore	0
TOP.691e2ee6.0001e41b	user_options->restore_enable	1
TOP.691e2ee6.0001e41b	user_options->restore_timer	1
TOP.691e2ee6.0001e41b	user_options->rp_files_cnt	0
TOP.691e2ee6.0001e41b	user_options->rp_gen	0
TOP.691e2ee6.0001e41b	user_options->rp_gen_func_max	4
TOP.691e2ee6.0001e41b	user_options->rp_gen_func_min	1
TOP.691e2ee6.0001e41b	user_options->rp_gen_seed	0
TOP.691e2ee6.0001e41b	user_options->runtime	0
TOP.691e2ee6.0001e41b	user_options->scrypt_tmto	0
TOP.691e2ee6.0001e41b	user_options->segment_size	33554432
TOP.691e2ee6.0001e41b	user_options->self_test	1
TOP.691e2ee6.0001e41b	user_options->slow_candidates	0
TOP.691e2ee6.0001e41b	user_options->show	0
TOP.691e2ee6.0001e41b	user_options->speed_only	0
TOP.691e2ee6.0001e41b	user_options->spin_damp	0
TOP.691e2ee6.0001e41b	user_options->status	0
TOP.691e2ee6.0001e41b	user_options->status_json	0
TOP.691e2ee6.0001e41b	user_options->status_timer	10
TOP.691e2ee6.0001e41b	user_options->stdout_flag	0
TOP.691e2ee6.0001e41b	user_options->usage	0
TOP.691e2ee6.0001e41b	user_options->username	0
TOP.691e2ee6.0001e41b	user_options->veracrypt_pim_start	485
TOP.691e2ee6.0001e41b	user_options->veracrypt_pim_stop	485
TOP.691e2ee6.0001e41b	user_options->version	0
TOP.691e2ee6.0001e41b	user_options->workload_profile	2
TOP.691e2ee6.0001e41b	user_options->brain_client	0
TOP.691e2ee6.0001e41b	user_options->brain_client_features	2
TOP.691e2ee6.0001e41b	user_options->brain_server	0
TOP.691e2ee6.0001e41b	user_options->brain_server_timer	300
TOP.691e2ee6.0001e41b	user_options->brain_port	6863
TOP.691e2ee6.0001e41b	user_options->brain_session	0
TOP.691e2ee6.0001e41b	hashes->hashfile	C:\Users\Иван\MIA_HW\Algorithms\ThirdLab\hashes.txt
TOP.691e2ee6.0001e41b	hashes->hashlist_mode	5
TOP.691e2ee6.0001e41b	hashes->hashlist_format	0
TOP.691e2ee6.0001e41b	hashes->hashes_cnt	0
TOP.691e2ee6.0001e41b	hashes->digests_cnt	5
TOP.691e2ee6.0001e41b	hashes->digests_done_pot	0
TOP.691e2ee6.0001e41b	hashes->digests_done_zero	0
TOP.691e2ee6.0001e41b	hashes->digests_done	0
TOP.691e2ee6.0001e41b	hashes->salts_cnt	5
TOP.691e2ee6.0001e41b	hashes->salts_done	0
TOP.691e2ee6.0001e41b	SUB.691e2ee7.0007d0d1	START
TOP.691e2ee6.0001e41b	SUB.691e2ee7.0007d0d1	mask_ctx->mask	?d?d?d?d?d?d?d?d?d?d?d
TOP.691e2ee6.0001e41b	SUB.691e2ee7.0007d0d1	runtime_start	1763585768
TOP.691e2ee6.0001e41b	SUB.691e2ee7.0007d0d1	runtime_stop	1763585827
TOP.691e2ee6.0001e41b	SUB.691e2ee7.0007d0d1	hashes->digests_done_new	0
TOP.691e2ee6.0001e41b	SUB.691e2ee7.0007d0d1	status-after-work	5
TOP.691e2ee6.0001e41b	SUB.691e2ee7.0007d0d1	STOP
TOP.691e2ee6.0001e41b	proc_start	1763585766
TOP.691e2ee6.0001e41b	proc_stop	1763585828
TOP.691e2ee6.0001e41b	STOP
TOP.691e34d5.000909d4	START
